"country_iso","year","country_year","gdp_growth","gini"
"IE",1992,"IE-1992",3.34,
"IE",1993,"IE-1993",2.69,
"IE",1994,"IE-1994",5.76,36.9
"IE",1995,"IE-1995",9.63,37
"IE",1996,"IE-1996",7.38,35.6
"IE",1997,"IE-1997",11.02,
"IE",1998,"IE-1998",8.77,
"IE",1999,"IE-1999",10.53,
"IE",2000,"IE-2000",9.4,33
"IE",2001,"IE-2001",5.31,
"IE",2002,"IE-2002",5.9,32.3
"IE",2003,"IE-2003",3.01,32.9
"IE",2004,"IE-2004",6.79,33.6
"IE",2005,"IE-2005",5.74,33.8
"IE",2006,"IE-2006",4.99,32.7
"IE",2007,"IE-2007",5.31,31.9
"IE",2008,"IE-2008",-4.48,30.9
"IE",2009,"IE-2009",-5.1,32.7
"IE",2010,"IE-2010",1.68,32.3
"IE",2011,"IE-2011",0.83,32.9
"IE",2012,"IE-2012",-0.01,33.2
"IE",2013,"IE-2013",1.13,33.5
"IE",2014,"IE-2014",8.65,31.9
"IE",2015,"IE-2015",24.37,31.8
"IE",2016,"IE-2016",2.01,32.8
"IE",2017,"IE-2017",9.01,31.4
"IE",2018,"IE-2018",8.53,30.6
"IE",2019,"IE-2019",5.44,30.8
"IE",2020,"IE-2020",6.18,29.2
"IE",2021,"IE-2021",13.59,
"IL",1960,"IL-1960",,
"IL",1961,"IL-1961",11.2,
"IL",1962,"IL-1962",10.16,
"IL",1963,"IL-1963",10.7,
"IL",1964,"IL-1964",7.94,
"IL",1965,"IL-1965",9.09,
"IL",1966,"IL-1966",-0.08,
"IL",1967,"IL-1967",3,
"IL",1968,"IL-1968",16.24,
"IL",1969,"IL-1969",13.57,
"IL",1970,"IL-1970",,
"IL",1971,"IL-1971",,
"IL",1972,"IL-1972",,
"IL",1973,"IL-1973",,
"IL",1974,"IL-1974",,
"IL",1975,"IL-1975",,
"IL",1976,"IL-1976",,
"IL",1977,"IL-1977",,
"IL",1978,"IL-1978",,
"IL",1979,"IL-1979",,36.3
"IL",1980,"IL-1980",,
"IL",1981,"IL-1981",,
"IL",1982,"IL-1982",,
"IL",1983,"IL-1983",,
"IL",1984,"IL-1984",,
"IL",1985,"IL-1985",,
"IL",1986,"IL-1986",,36.5
"IL",1987,"IL-1987",,
"IL",1988,"IL-1988",,
"IL",1989,"IL-1989",,
"IL",1990,"IL-1990",,
"IL",1991,"IL-1991",,
"IL",1992,"IL-1992",,35.5
"IL",1993,"IL-1993",,
"IL",1994,"IL-1994",,
"IL",1995,"IL-1995",,
"IL",1996,"IL-1996",5.93,38.1
"IL",1997,"IL-1997",3.79,38.1
"IL",1998,"IL-1998",4.12,
"IL",1999,"IL-1999",3.33,
"IL",2000,"IL-2000",8.67,
"IL",2001,"IL-2001",0.33,38.9
"IL",2002,"IL-2002",-0.11,39.6
"IL",2003,"IL-2003",1.39,40.7
"IL",2004,"IL-2004",4.78,41.5
"IL",2005,"IL-2005",4.13,42.3
"IL",2006,"IL-2006",5.58,41.6
"IL",2007,"IL-2007",6.03,41.1
"IL",2008,"IL-2008",3.25,41.6
"IL",2009,"IL-2009",0.88,42.6
"IL",2010,"IL-2010",5.67,42.5
"IL",2011,"IL-2011",5.56,41.4
"IL",2012,"IL-2012",2.59,41.6
"IL",2013,"IL-2013",4.42,40.2
"IL",2014,"IL-2014",3.92,39.8
"IL",2015,"IL-2015",2.49,39.7
"IL",2016,"IL-2016",4.52,39
"IL",2017,"IL-2017",4.28,38.2
"IL",2018,"IL-2018",4.07,38.6
"IL",2019,"IL-2019",4.16,
"IL",2020,"IL-2020",-1.86,
"IL",2021,"IL-2021",8.61,
"IT",1960,"IT-1960",,
"IT",1961,"IT-1961",8.21,
"IT",1962,"IT-1962",6.2,
"IT",1963,"IT-1963",5.61,
"IT",1964,"IT-1964",2.8,
"IT",1965,"IT-1965",3.27,
"IT",1966,"IT-1966",5.98,
"IT",1967,"IT-1967",7.18,
"IT",1968,"IT-1968",6.54,
"IT",1969,"IT-1969",6.1,
"IT",1970,"IT-1970",5.27,
"IT",1971,"IT-1971",1.82,
"IT",1972,"IT-1972",3.69,
"IT",1973,"IT-1973",7.13,
"IT",1974,"IT-1974",5.5,
"IT",1975,"IT-1975",-2.09,
"IT",1976,"IT-1976",7.13,
"IT",1977,"IT-1977",2.56,
"IT",1978,"IT-1978",3.24,
"IT",1979,"IT-1979",5.96,
"IT",1980,"IT-1980",3.43,
"IT",1981,"IT-1981",0.84,
"IT",1982,"IT-1982",0.41,
"IT",1983,"IT-1983",1.17,
"IT",1984,"IT-1984",3.23,
"IT",1985,"IT-1985",2.8,
"IT",1986,"IT-1986",2.86,32.5
"IT",1987,"IT-1987",3.19,34.5
"IT",1988,"IT-1988",4.19,
"IT",1989,"IT-1989",3.39,32.6
"IT",1990,"IT-1990",1.99,
"IT",1991,"IT-1991",1.54,31.5
"IT",1992,"IT-1992",0.83,
"IT",1993,"IT-1993",-0.85,35.5
"IT",1994,"IT-1994",2.15,
"IT",1995,"IT-1995",2.89,35.2
"IT",1996,"IT-1996",1.27,35.2
"IT",1997,"IT-1997",1.83,
"IT",1998,"IT-1998",1.81,36.7
"IT",1999,"IT-1999",1.63,
"IT",2000,"IT-2000",3.79,35.3
"IT",2001,"IT-2001",1.95,
"IT",2002,"IT-2002",0.25,
"IT",2003,"IT-2003",0.14,34.9
"IT",2004,"IT-2004",1.42,34.3
"IT",2005,"IT-2005",0.82,33.8
"IT",2006,"IT-2006",1.79,33.7
"IT",2007,"IT-2007",1.49,32.9
"IT",2008,"IT-2008",-0.96,33.8
"IT",2009,"IT-2009",-5.28,33.8
"IT",2010,"IT-2010",1.71,34.7
"IT",2011,"IT-2011",0.71,35.1
"IT",2012,"IT-2012",-2.98,35.2
"IT",2013,"IT-2013",-1.84,34.9
"IT",2014,"IT-2014",0,34.7
"IT",2015,"IT-2015",0.78,35.4
"IT",2016,"IT-2016",1.29,35.2
"IT",2017,"IT-2017",1.67,35.9
"IT",2018,"IT-2018",0.93,35.2
"IT",2019,"IT-2019",0.48,34.6
"IT",2020,"IT-2020",-8.98,35.2
"IT",2021,"IT-2021",6.99,
"JP",1960,"JP-1960",,
"JP",1961,"JP-1961",12.04,
"JP",1962,"JP-1962",8.91,
"JP",1963,"JP-1963",8.47,
"JP",1964,"JP-1964",11.68,
"JP",1965,"JP-1965",5.82,
"JP",1966,"JP-1966",10.64,
"JP",1967,"JP-1967",11.08,
"JP",1968,"JP-1968",12.88,
"JP",1969,"JP-1969",12.48,
"JP",1970,"JP-1970",2.45,
"JP",1971,"JP-1971",4.7,
"JP",1972,"JP-1972",8.41,
"JP",1973,"JP-1973",8.03,
"JP",1974,"JP-1974",-1.23,
"JP",1975,"JP-1975",3.09,
"JP",1976,"JP-1976",3.97,
"JP",1977,"JP-1977",4.39,
"JP",1978,"JP-1978",5.27,
"JP",1979,"JP-1979",5.48,
"JP",1980,"JP-1980",2.82,
"JP",1981,"JP-1981",4.26,
"JP",1982,"JP-1982",3.28,
"JP",1983,"JP-1983",3.63,
"JP",1984,"JP-1984",4.41,
"JP",1985,"JP-1985",5.16,
"JP",1986,"JP-1986",3.29,
"JP",1987,"JP-1987",4.65,
"JP",1988,"JP-1988",6.66,
"JP",1989,"JP-1989",4.93,
"JP",1990,"JP-1990",4.84,
"JP",1991,"JP-1991",3.52,
"JP",1992,"JP-1992",0.9,
"JP",1993,"JP-1993",-0.46,
"JP",1994,"JP-1994",1.08,
"JP",1995,"JP-1995",2.63,
"JP",1996,"JP-1996",3.13,
"JP",1997,"JP-1997",0.98,
"JP",1998,"JP-1998",-1.27,
"JP",1999,"JP-1999",-0.33,
"JP",2000,"JP-2000",2.76,
"JP",2001,"JP-2001",0.39,
"JP",2002,"JP-2002",0.04,
"JP",2003,"JP-2003",1.54,
"JP",2004,"JP-2004",2.19,
"JP",2005,"JP-2005",1.8,
"JP",2006,"JP-2006",1.37,
"JP",2007,"JP-2007",1.48,
"JP",2008,"JP-2008",-1.22,34.8
"JP",2009,"JP-2009",-5.69,
"JP",2010,"JP-2010",4.1,32.1
"JP",2011,"JP-2011",0.02,
"JP",2012,"JP-2012",1.37,
"JP",2013,"JP-2013",2.01,32.9
"JP",2014,"JP-2014",0.3,
"JP",2015,"JP-2015",1.56,
"JP",2016,"JP-2016",0.75,
"JP",2017,"JP-2017",1.68,
"JP",2018,"JP-2018",0.64,
"JP",2019,"JP-2019",-0.4,
"JP",2020,"JP-2020",-4.28,
"JP",2021,"JP-2021",2.14,
"KR",1960,"KR-1960",,
"KR",1961,"KR-1961",6.94,
"KR",1962,"KR-1962",3.9,
"KR",1963,"KR-1963",9.02,
"KR",1964,"KR-1964",9.47,
"KR",1965,"KR-1965",7.32,
"KR",1966,"KR-1966",11.99,
"KR",1967,"KR-1967",9.08,
"KR",1968,"KR-1968",13.17,
"KR",1969,"KR-1969",14.56,
"KR",1970,"KR-1970",10.05,
"KR",1971,"KR-1971",10.55,
"KR",1972,"KR-1972",7.21,
"KR",1973,"KR-1973",14.9,
"KR",1974,"KR-1974",9.51,
"KR",1975,"KR-1975",7.84,
"KR",1976,"KR-1976",13.22,
"KR",1977,"KR-1977",12.34,
"KR",1978,"KR-1978",10.95,
"KR",1979,"KR-1979",8.67,
"KR",1980,"KR-1980",-1.65,
"KR",1981,"KR-1981",7.25,
"KR",1982,"KR-1982",8.34,
"KR",1983,"KR-1983",13.38,
"KR",1984,"KR-1984",10.55,
"KR",1985,"KR-1985",7.84,
"KR",1986,"KR-1986",11.33,
"KR",1987,"KR-1987",12.72,
"KR",1988,"KR-1988",11.99,
"KR",1989,"KR-1989",7.07,
"KR",1990,"KR-1990",9.88,
"KR",1991,"KR-1991",10.78,
"KR",1992,"KR-1992",6.2,
"KR",1993,"KR-1993",6.88,
"KR",1994,"KR-1994",9.27,
"KR",1995,"KR-1995",9.61,
"KR",1996,"KR-1996",7.89,
"KR",1997,"KR-1997",6.17,
"KR",1998,"KR-1998",-5.13,
"KR",1999,"KR-1999",11.47,
"KR",2000,"KR-2000",9.06,
"KR",2001,"KR-2001",4.85,
"KR",2002,"KR-2002",7.73,
"KR",2003,"KR-2003",3.15,
"KR",2004,"KR-2004",5.2,
"KR",2005,"KR-2005",4.31,
"KR",2006,"KR-2006",5.26,31.7
"KR",2007,"KR-2007",5.8,
"KR",2008,"KR-2008",3.01,32.3
"KR",2009,"KR-2009",0.79,
"KR",2010,"KR-2010",6.8,32
"KR",2011,"KR-2011",3.69,
"KR",2012,"KR-2012",2.4,31.6
"KR",2013,"KR-2013",3.16,
"KR",2014,"KR-2014",3.2,31.2
"KR",2015,"KR-2015",2.81,
"KR",2016,"KR-2016",2.95,31.4
"KR",2017,"KR-2017",3.16,
"KR",2018,"KR-2018",2.91,
"KR",2019,"KR-2019",2.24,
"KR",2020,"KR-2020",-0.71,
"KR",2021,"KR-2021",4.15,
"LV",1960,"LV-1960",,
"LV",1961,"LV-1961",,
"LV",1962,"LV-1962",,
"LV",1963,"LV-1963",,
"LV",1964,"LV-1964",,
"LV",1965,"LV-1965",,
"LV",1966,"LV-1966",,
"LV",1967,"LV-1967",,
"LV",1968,"LV-1968",,
"LV",1969,"LV-1969",,
"LV",1970,"LV-1970",,
"LV",1971,"LV-1971",,
"LV",1972,"LV-1972",,
"LV",1973,"LV-1973",,
"LV",1974,"LV-1974",,
"LV",1975,"LV-1975",,
"LV",1976,"LV-1976",,
"LV",1977,"LV-1977",,
"LV",1978,"LV-1978",,
"LV",1979,"LV-1979",,
"LV",1980,"LV-1980",,
"LV",1981,"LV-1981",,
"LV",1982,"LV-1982",,
"LV",1983,"LV-1983",,
"LV",1984,"LV-1984",,
"LV",1985,"LV-1985",,
"LV",1986,"LV-1986",,
"LV",1987,"LV-1987",,
"LV",1988,"LV-1988",,
"LV",1989,"LV-1989",,
"LV",1990,"LV-1990",,
"LV",1991,"LV-1991",,
"LV",1992,"LV-1992",,
"LV",1993,"LV-1993",,
"LV",1994,"LV-1994",,
"LV",1995,"LV-1995",,
"LV",1996,"LV-1996",2.59,
"LV",1997,"LV-1997",8.84,
"LV",1998,"LV-1998",6.34,
"LV",1999,"LV-1999",2.76,
"LV",2000,"LV-2000",5.68,
"LV",2001,"LV-2001",6.32,
"LV",2002,"LV-2002",7.09,
"LV",2003,"LV-2003",8.42,
"LV",2004,"LV-2004",8.28,36.4
"LV",2005,"LV-2005",10.72,39
"LV",2006,"LV-2006",11.97,35.6
"LV",2007,"LV-2007",9.94,37.5
"LV",2008,"LV-2008",-3.25,37.2
"LV",2009,"LV-2009",-14.26,36
"LV",2010,"LV-2010",-4.46,35
"LV",2011,"LV-2011",2.57,35.8
"LV",2012,"LV-2012",7.04,35.2
"LV",2013,"LV-2013",2.01,35.5
"LV",2014,"LV-2014",1.9,35.1
"LV",2015,"LV-2015",3.89,34.2
"LV",2016,"LV-2016",2.37,34.3
"LV",2017,"LV-2017",3.31,35.6
"LV",2018,"LV-2018",3.99,35.1
"LV",2019,"LV-2019",2.57,34.5
"LV",2020,"LV-2020",-2.2,35.7
"LV",2021,"LV-2021",4.06,
"LT",1960,"LT-1960",,
"LT",1961,"LT-1961",,
"LT",1962,"LT-1962",,
"LT",1963,"LT-1963",,
"LT",1964,"LT-1964",,
"LT",1965,"LT-1965",,
"LT",1966,"LT-1966",,
"LT",1967,"LT-1967",,
"LT",1968,"LT-1968",,
"LT",1969,"LT-1969",,
"LT",1970,"LT-1970",,
"LT",1971,"LT-1971",,
"LT",1972,"LT-1972",,
"LT",1973,"LT-1973",,
"LT",1974,"LT-1974",,
"LT",1975,"LT-1975",,
"LT",1976,"LT-1976",,
"LT",1977,"LT-1977",,
"LT",1978,"LT-1978",,
"LT",1979,"LT-1979",,
"LT",1980,"LT-1980",,
"LT",1981,"LT-1981",,
"LT",1982,"LT-1982",,
"LT",1983,"LT-1983",,
"LT",1984,"LT-1984",,
"LT",1985,"LT-1985",,
"LT",1986,"LT-1986",,
"LT",1987,"LT-1987",,
"LT",1988,"LT-1988",,
"LT",1989,"LT-1989",,
"LT",1990,"LT-1990",,
"LT",1991,"LT-1991",,
"LT",1992,"LT-1992",,
"LT",1993,"LT-1993",,
"LT",1994,"LT-1994",,
"LT",1995,"LT-1995",,
"LT",1996,"LT-1996",5.16,
"LT",1997,"LT-1997",8.31,
"LT",1998,"LT-1998",7.48,
"LT",1999,"LT-1999",-1.14,
"LT",2000,"LT-2000",3.7,
"LT",2001,"LT-2001",6.53,
"LT",2002,"LT-2002",6.75,
"LT",2003,"LT-2003",10.57,
"LT",2004,"LT-2004",6.57,37
"LT",2005,"LT-2005",7.73,35.3
"LT",2006,"LT-2006",7.41,34.4
"LT",2007,"LT-2007",11.11,34.8
"LT",2008,"LT-2008",2.61,35.7
"LT",2009,"LT-2009",-14.84,37.2
"LT",2010,"LT-2010",1.65,33.6
"LT",2011,"LT-2011",6.04,32.5
"LT",2012,"LT-2012",3.84,35.1
"LT",2013,"LT-2013",3.55,35.3
"LT",2014,"LT-2014",3.54,37.7
"LT",2015,"LT-2015",2.02,37.4
"LT",2016,"LT-2016",2.52,38.4
"LT",2017,"LT-2017",4.28,37.3
"LT",2018,"LT-2018",3.99,35.7
"LT",2019,"LT-2019",4.63,35.3
"LT",2020,"LT-2020",-0.02,36
"LT",2021,"LT-2021",5.98,
"NZ",1960,"NZ-1960",,
"NZ",1961,"NZ-1961",,
"NZ",1962,"NZ-1962",,
"NZ",1963,"NZ-1963",,
"NZ",1964,"NZ-1964",,
"NZ",1965,"NZ-1965",,
"NZ",1966,"NZ-1966",,
"NZ",1967,"NZ-1967",,
"NZ",1968,"NZ-1968",,
"NZ",1969,"NZ-1969",,
"NZ",1970,"NZ-1970",,
"NZ",1971,"NZ-1971",,
"NZ",1972,"NZ-1972",,
"NZ",1973,"NZ-1973",,
"NZ",1974,"NZ-1974",,
"NZ",1975,"NZ-1975",,
"NZ",1976,"NZ-1976",,
"NZ",1977,"NZ-1977",,
"NZ",1978,"NZ-1978",0.32,
"NZ",1979,"NZ-1979",2.19,
"NZ",1980,"NZ-1980",1.28,
"NZ",1981,"NZ-1981",4.66,
"NZ",1982,"NZ-1982",0.93,
"NZ",1983,"NZ-1983",3.49,
"NZ",1984,"NZ-1984",4.79,
"NZ",1985,"NZ-1985",1.62,
"NZ",1986,"NZ-1986",2.71,
"NZ",1987,"NZ-1987",0.97,
"NZ",1988,"NZ-1988",-0.35,
"NZ",1989,"NZ-1989",0.16,
"NZ",1990,"NZ-1990",0.15,
"NZ",1991,"NZ-1991",-1.09,
"NZ",1992,"NZ-1992",1.09,
"NZ",1993,"NZ-1993",6.39,
"NZ",1994,"NZ-1994",5.12,
"NZ",1995,"NZ-1995",4.72,
"NZ",1996,"NZ-1996",3.62,
"NZ",1997,"NZ-1997",2.08,
"NZ",1998,"NZ-1998",0.86,
"NZ",1999,"NZ-1999",5.38,
"NZ",2000,"NZ-2000",2.87,
"NZ",2001,"NZ-2001",3.41,
"NZ",2002,"NZ-2002",4.71,
"NZ",2003,"NZ-2003",4.73,
"NZ",2004,"NZ-2004",4.09,
"NZ",2005,"NZ-2005",3.35,
"NZ",2006,"NZ-2006",2.8,
"NZ",2007,"NZ-2007",3.07,
"NZ",2008,"NZ-2008",-1.21,
"NZ",2009,"NZ-2009",-0.11,
"NZ",2010,"NZ-2010",1.47,
"NZ",2011,"NZ-2011",2.22,
"NZ",2012,"NZ-2012",2.27,
"NZ",2013,"NZ-2013",2.76,
"NZ",2014,"NZ-2014",3.81,
"NZ",2015,"NZ-2015",3.74,
"NZ",2016,"NZ-2016",3.8,
"NZ",2017,"NZ-2017",3.52,
"NZ",2018,"NZ-2018",3.53,
"NZ",2019,"NZ-2019",2.45,
"NZ",2020,"NZ-2020",-0.65,
"NZ",2021,"NZ-2021",5.17,
"NO",1960,"NO-1960",,
"NO",1961,"NO-1961",6.27,
"NO",1962,"NO-1962",2.81,
"NO",1963,"NO-1963",3.79,
"NO",1964,"NO-1964",5.01,
"NO",1965,"NO-1965",5.29,
"NO",1966,"NO-1966",3.79,
"NO",1967,"NO-1967",6.26,
"NO",1968,"NO-1968",2.26,
"NO",1969,"NO-1969",4.5,
"NO",1970,"NO-1970",2.34,
"NO",1971,"NO-1971",5.67,
"NO",1972,"NO-1972",5.33,
"NO",1973,"NO-1973",4.53,
"NO",1974,"NO-1974",3.92,
"NO",1975,"NO-1975",4.95,
"NO",1976,"NO-1976",5.83,
"NO",1977,"NO-1977",4.16,
"NO",1978,"NO-1978",3.87,
"NO",1979,"NO-1979",4.37,26.9
"NO",1980,"NO-1980",4.56,
"NO",1981,"NO-1981",1.6,
"NO",1982,"NO-1982",0.24,
"NO",1983,"NO-1983",3.97,
"NO",1984,"NO-1984",6.05,
"NO",1985,"NO-1985",5.55,
"NO",1986,"NO-1986",4.04,24.6
"NO",1987,"NO-1987",1.75,
"NO",1988,"NO-1988",-0.26,
"NO",1989,"NO-1989",1.04,
"NO",1990,"NO-1990",1.93,25.2
"NO",1991,"NO-1991",3.08,25.2
"NO",1992,"NO-1992",3.57,
"NO",1993,"NO-1993",2.85,
"NO",1994,"NO-1994",5.06,
"NO",1995,"NO-1995",4.16,26
"NO",1996,"NO-1996",5.03,26
"NO",1997,"NO-1997",5.28,
"NO",1998,"NO-1998",2.67,
"NO",1999,"NO-1999",2.07,
"NO",2000,"NO-2000",3.32,27.4
"NO",2001,"NO-2001",2.07,
"NO",2002,"NO-2002",1.38,
"NO",2003,"NO-2003",0.94,27.6
"NO",2004,"NO-2004",4.01,31.6
"NO",2005,"NO-2005",2.69,30.6
"NO",2006,"NO-2006",2.46,26.4
"NO",2007,"NO-2007",2.91,27.1
"NO",2008,"NO-2008",0.48,27
"NO",2009,"NO-2009",-1.94,26.2
"NO",2010,"NO-2010",0.79,25.7
"NO",2011,"NO-2011",1.11,25.3
"NO",2012,"NO-2012",2.72,25.7
"NO",2013,"NO-2013",1.02,26.4
"NO",2014,"NO-2014",2.05,26.8
"NO",2015,"NO-2015",1.86,27.5
"NO",2016,"NO-2016",1.16,28.5
"NO",2017,"NO-2017",2.46,27
"NO",2018,"NO-2018",0.83,27.6
"NO",2019,"NO-2019",1.12,27.7
"NO",2020,"NO-2020",-1.28,
"NO",2021,"NO-2021",3.9,
"PH",1960,"PH-1960",,
"PH",1961,"PH-1961",5.7,
"PH",1962,"PH-1962",4.85,
"PH",1963,"PH-1963",7.02,
"PH",1964,"PH-1964",3.4,
"PH",1965,"PH-1965",5.35,
"PH",1966,"PH-1966",4.44,
"PH",1967,"PH-1967",5.22,
"PH",1968,"PH-1968",5.04,
"PH",1969,"PH-1969",4.69,
"PH",1970,"PH-1970",3.69,
"PH",1971,"PH-1971",5.39,
"PH",1972,"PH-1972",5.43,
"PH",1973,"PH-1973",8.78,
"PH",1974,"PH-1974",3.39,
"PH",1975,"PH-1975",5.45,
"PH",1976,"PH-1976",8.78,
"PH",1977,"PH-1977",5.56,
"PH",1978,"PH-1978",5.19,
"PH",1979,"PH-1979",5.6,
"PH",1980,"PH-1980",5.2,
"PH",1981,"PH-1981",3.42,
"PH",1982,"PH-1982",3.7,
"PH",1983,"PH-1983",1.9,
"PH",1984,"PH-1984",-7.04,
"PH",1985,"PH-1985",-6.86,
"PH",1986,"PH-1986",3.51,
"PH",1987,"PH-1987",4.36,
"PH",1988,"PH-1988",6.7,
"PH",1989,"PH-1989",6.18,
"PH",1990,"PH-1990",3.08,
"PH",1991,"PH-1991",-0.44,
"PH",1992,"PH-1992",0.42,
"PH",1993,"PH-1993",2.18,
"PH",1994,"PH-1994",4.37,
"PH",1995,"PH-1995",4.63,
"PH",1996,"PH-1996",5.86,
"PH",1997,"PH-1997",5.19,
"PH",1998,"PH-1998",-0.51,
"PH",1999,"PH-1999",3.35,
"PH",2000,"PH-2000",4.38,47.7
"PH",2001,"PH-2001",3.05,
"PH",2002,"PH-2002",3.72,
"PH",2003,"PH-2003",5.09,46.6
"PH",2004,"PH-2004",6.57,
"PH",2005,"PH-2005",4.94,
"PH",2006,"PH-2006",5.32,47.2
"PH",2007,"PH-2007",6.52,
"PH",2008,"PH-2008",4.34,
"PH",2009,"PH-2009",1.45,46.3
"PH",2010,"PH-2010",7.33,
"PH",2011,"PH-2011",3.86,
"PH",2012,"PH-2012",6.9,46.5
"PH",2013,"PH-2013",6.75,
"PH",2014,"PH-2014",6.35,
"PH",2015,"PH-2015",6.35,44.6
"PH",2016,"PH-2016",7.15,44.6
"PH",2017,"PH-2017",6.93,
"PH",2018,"PH-2018",6.34,42.3
"PH",2019,"PH-2019",6.12,
"PH",2020,"PH-2020",-9.52,
"PH",2021,"PH-2021",5.71,40.7
"PL",1960,"PL-1960",,
"PL",1961,"PL-1961",,
"PL",1962,"PL-1962",,
"PL",1963,"PL-1963",,
"PL",1964,"PL-1964",,
"PL",1965,"PL-1965",,
"PL",1966,"PL-1966",,
"PL",1967,"PL-1967",,
"PL",1968,"PL-1968",,
"PL",1969,"PL-1969",,
"PL",1970,"PL-1970",,
"PL",1971,"PL-1971",,
"PL",1972,"PL-1972",,
"PL",1973,"PL-1973",,
"PL",1974,"PL-1974",,
"PL",1975,"PL-1975",,
"PL",1976,"PL-1976",,
"PL",1977,"PL-1977",,
"PL",1978,"PL-1978",,
"PL",1979,"PL-1979",,
"PL",1980,"PL-1980",,
"PL",1981,"PL-1981",,
"PL",1982,"PL-1982",,
"PL",1983,"PL-1983",,
"PL",1984,"PL-1984",,
"PL",1985,"PL-1985",,
"PL",1986,"PL-1986",,
"PL",1987,"PL-1987",,
"PL",1988,"PL-1988",,
"PL",1989,"PL-1989",,
"PL",1990,"PL-1990",-7.02,
"PL",1991,"PL-1991",-7.02,
"PL",1992,"PL-1992",2.51,
"PL",1993,"PL-1993",3.74,
"PL",1994,"PL-1994",5.29,
"PL",1995,"PL-1995",7.1,
"PL",1996,"PL-1996",6.12,
"PL",1997,"PL-1997",6.45,
"PL",1998,"PL-1998",4.64,
"PL",1999,"PL-1999",4.65,
"PL",2000,"PL-2000",4.56,
"PL",2001,"PL-2001",1.26,
"PL",2002,"PL-2002",2.04,
"PL",2003,"PL-2003",3.5,
"PL",2004,"PL-2004",4.98,38
"PL",2005,"PL-2005",3.51,35.8
"PL",2006,"PL-2006",6.13,34.7
"PL",2007,"PL-2007",7.06,34
"PL",2008,"PL-2008",4.2,33.5
"PL",2009,"PL-2009",2.83,33.4
"PL",2010,"PL-2010",2.93,33.2
"PL",2011,"PL-2011",5.04,33.2
"PL",2012,"PL-2012",1.55,33
"PL",2013,"PL-2013",0.86,33.1
"PL",2014,"PL-2014",3.84,32.8
"PL",2015,"PL-2015",4.38,31.8
"PL",2016,"PL-2016",2.95,31.2
"PL",2017,"PL-2017",5.14,29.7
"PL",2018,"PL-2018",5.95,30.2
"PL",2019,"PL-2019",4.45,28.8
"PL",2020,"PL-2020",-2.02,
"PL",2021,"PL-2021",6.85,
"RU",1960,"RU-1960",,
"RU",1961,"RU-1961",,
"RU",1962,"RU-1962",,
"RU",1963,"RU-1963",,
"RU",1964,"RU-1964",,
"RU",1965,"RU-1965",,
"RU",1966,"RU-1966",,
"RU",1967,"RU-1967",,
"RU",1968,"RU-1968",,
"RU",1969,"RU-1969",,
"RU",1970,"RU-1970",,
"RU",1971,"RU-1971",,
"RU",1972,"RU-1972",,
"RU",1973,"RU-1973",,
"RU",1974,"RU-1974",,
"RU",1975,"RU-1975",,
"RU",1976,"RU-1976",,
"RU",1977,"RU-1977",,
"RU",1978,"RU-1978",,
"RU",1979,"RU-1979",,
"RU",1980,"RU-1980",,
"RU",1981,"RU-1981",,
"RU",1982,"RU-1982",,
"RU",1983,"RU-1983",,
"RU",1984,"RU-1984",,
"RU",1985,"RU-1985",,
"RU",1986,"RU-1986",,
"RU",1987,"RU-1987",,
"RU",1988,"RU-1988",,
"RU",1989,"RU-1989",,
"RU",1990,"RU-1990",-3,
"RU",1991,"RU-1991",-5.05,
"RU",1992,"RU-1992",-14.53,
"RU",1993,"RU-1993",-8.67,
"RU",1994,"RU-1994",-12.57,
"RU",1995,"RU-1995",-4.14,
"RU",1996,"RU-1996",-3.76,38.4
"RU",1997,"RU-1997",1.4,38.4
"RU",1998,"RU-1998",-5.3,38.1
"RU",1999,"RU-1999",6.4,37.4
"RU",2000,"RU-2000",10,37.1
"RU",2001,"RU-2001",5.1,36.9
"RU",2002,"RU-2002",4.7,37.3
"RU",2003,"RU-2003",7.3,40
"RU",2004,"RU-2004",7.2,40.3
"RU",2005,"RU-2005",6.4,41.3
"RU",2006,"RU-2006",8.2,41
"RU",2007,"RU-2007",8.5,42.3
"RU",2008,"RU-2008",5.2,41.6
"RU",2009,"RU-2009",-7.8,39.8
"RU",2010,"RU-2010",4.5,39.5
"RU",2011,"RU-2011",4.3,39.7
"RU",2012,"RU-2012",4.02,40.7
"RU",2013,"RU-2013",1.76,40.9
"RU",2014,"RU-2014",0.74,39.9
"RU",2015,"RU-2015",-1.97,37.7
"RU",2016,"RU-2016",0.19,36.8
"RU",2017,"RU-2017",1.83,37.2
"RU",2018,"RU-2018",2.81,37.5
"RU",2019,"RU-2019",2.2,37.7
"RU",2020,"RU-2020",-2.65,36
"RU",2021,"RU-2021",5.61,
"SK",1960,"SK-1960",,
"SK",1961,"SK-1961",,
"SK",1962,"SK-1962",,
"SK",1963,"SK-1963",,
"SK",1964,"SK-1964",,
"SK",1965,"SK-1965",,
"SK",1966,"SK-1966",,
"SK",1967,"SK-1967",,
"SK",1968,"SK-1968",,
"SK",1969,"SK-1969",,
"SK",1970,"SK-1970",,
"SK",1971,"SK-1971",,
"SK",1972,"SK-1972",,
"SK",1973,"SK-1973",,
"SK",1974,"SK-1974",,
"SK",1975,"SK-1975",,
"SK",1976,"SK-1976",,
"SK",1977,"SK-1977",,
