"trust_promise","male","age","edu","unemployed","rural","political_know","cntry","country_year","year"
5,1,26,8,-11,1,5,"DO","DO-2006",2006
1,1,43,8,-11,1,2,"DO","DO-2006",2006
1,2,32,16,-11,1,5,"DO","DO-2006",2006
2,1,30,12,1,1,5,"DO","DO-2006",2006
1,1,29,8,-11,1,4,"DO","DO-2006",2006
5,2,43,1,1,4,5,"DO","DO-2006",2006
2,1,60,3,-11,2,5,"DO","DO-2006",2006
4,1,19,12,-11,1,2,"DO","DO-2006",2006
4,2,32,12,1,1,4,"DO","DO-2006",2006
1,1,62,,-11,1,3,"DO","DO-2006",2006
4,2,43,5,1,1,1,"DO","DO-2006",2006
1,1,19,12,-11,2,5,"DO","DO-2006",2006
1,2,48,12,-11,1,5,"DO","DO-2006",2006
2,1,42,8,-11,,4,"DO","DO-2006",2006
1,1,52,6,-11,1,4,"DO","DO-2006",2006
3,1,50,7,-11,1,5,"DO","DO-2006",2006
4,1,58,8,-11,1,3,"DO","DO-2006",2006
1,1,18,25,-11,1,1,"DO","DO-2006",2006
1,2,41,,1,1,5,"DO","DO-2006",2006
1,1,60,1,-11,4,2,"DO","DO-2006",2006
4,1,43,3,-11,4,4,"DO","DO-2006",2006
1,1,74,1,-11,4,2,"DO","DO-2006",2006
1,2,54,3,-11,4,4,"DO","DO-2006",2006
4,1,65,1,1,4,4,"DO","DO-2006",2006
4,1,64,,-11,4,,"DO","DO-2006",2006
4,1,26,4,-11,4,4,"DO","DO-2006",2006
2,1,75,,1,4,4,"DO","DO-2006",2006
3,1,35,7,-11,4,3,"DO","DO-2006",2006
1,1,59,12,1,4,5,"DO","DO-2006",2006
1,1,61,9,1,2,5,"DO","DO-2006",2006
3,1,66,4,1,4,2,"DO","DO-2006",2006
4,2,25,12,1,4,1,"DO","DO-2006",2006
1,2,35,17,-11,4,5,"DO","DO-2006",2006
4,1,22,6,-11,4,3,"DO","DO-2006",2006
2,1,82,4,1,4,5,"DO","DO-2006",2006
4,1,34,8,-11,4,4,"DO","DO-2006",2006
1,2,52,1,1,1,,"DO","DO-2006",2006
4,2,39,9,-11,1,2,"DO","DO-2006",2006
1,1,31,3,-11,1,3,"DO","DO-2006",2006
4,2,55,8,-11,2,4,"DO","DO-2006",2006
2,2,32,25,1,1,4,"DO","DO-2006",2006
1,2,40,6,1,1,4,"DO","DO-2006",2006
99,2,31,15,-11,1,3,"DO","DO-2006",2006
3,2,34,9,1,4,3,"DO","DO-2006",2006
1,1,44,4,1,4,1,"DO","DO-2006",2006
4,2,18,25,-11,4,5,"DO","DO-2006",2006
4,2,48,2,-11,4,5,"DO","DO-2006",2006
1,2,36,3,-11,4,4,"DO","DO-2006",2006
4,2,32,4,1,4,2,"DO","DO-2006",2006
4,1,50,8,-11,4,4,"DO","DO-2006",2006
3,1,38,14,-11,1,4,"DO","DO-2006",2006
3,2,35,9,-11,4,4,"DO","DO-2006",2006
4,2,24,12,-11,1,4,"DO","DO-2006",2006
4,2,49,,-11,1,4,"DO","DO-2006",2006
99,1,35,12,-11,4,3,"DO","DO-2006",2006
3,2,30,7,1,4,4,"DO","DO-2006",2006
2,1,49,6,1,4,3,"DO","DO-2006",2006
2,2,22,25,1,,2,"DO","DO-2006",2006
4,2,39,7,-11,4,4,"DO","DO-2006",2006
4,2,32,9,-11,1,4,"DO","DO-2006",2006
4,2,48,3,1,4,4,"DO","DO-2006",2006
4,1,25,25,-11,1,4,"DO","DO-2006",2006
4,2,77,,1,1,3,"DO","DO-2006",2006
1,2,46,7,1,1,5,"DO","DO-2006",2006
3,2,64,1,1,1,1,"DO","DO-2006",2006
2,2,24,7,-11,4,5,"DO","DO-2006",2006
1,2,37,13,-11,4,5,"DO","DO-2006",2006
1,1,46,19,-11,1,5,"DO","DO-2006",2006
1,1,50,12,-11,1,5,"DO","DO-2006",2006
1,1,32,25,-11,2,4,"DO","DO-2006",2006
1,1,23,25,-11,1,5,"DO","DO-2006",2006
2,1,30,25,-11,1,4,"DO","DO-2006",2006
5,1,76,8,1,1,4,"DO","DO-2006",2006
5,1,23,5,-11,1,5,"DO","DO-2006",2006
3,1,65,4,1,1,1,"DO","DO-2006",2006
4,2,74,8,1,4,4,"DO","DO-2006",2006
2,1,46,25,-11,1,4,"DO","DO-2006",2006
1,2,42,10,-11,1,2,"DO","DO-2006",2006
1,1,32,10,-11,1,4,"DO","DO-2006",2006
1,2,78,1,1,1,2,"DO","DO-2006",2006
1,1,53,9,-11,1,3,"DO","DO-2006",2006
3,1,39,12,-11,4,4,"DO","DO-2006",2006
3,1,27,8,1,1,4,"DO","DO-2006",2006
4,1,23,8,-11,,2,"DO","DO-2006",2006
1,2,59,,1,1,3,"DO","DO-2006",2006
4,1,88,3,1,,1,"DO","DO-2006",2006
2,2,67,5,1,1,5,"DO","DO-2006",2006
4,1,37,18,-11,1,5,"DO","DO-2006",2006
2,1,61,10,-11,1,4,"DO","DO-2006",2006
1,1,21,14,-11,1,4,"DO","DO-2006",2006
5,1,27,25,-11,4,4,"DO","DO-2006",2006
2,2,57,6,1,4,2,"DO","DO-2006",2006
4,1,40,3,-11,4,3,"DO","DO-2006",2006
1,1,25,8,-11,4,4,"DO","DO-2006",2006
2,1,58,3,1,4,4,"DO","DO-2006",2006
4,1,48,8,-11,4,4,"DO","DO-2006",2006
2,1,62,,-11,4,1,"DO","DO-2006",2006
4,2,39,11,-11,4,1,"DO","DO-2006",2006
1,2,50,,1,4,3,"DO","DO-2006",2006
1,2,38,10,1,4,4,"DO","DO-2006",2006
1,1,26,25,-11,4,3,"DO","DO-2006",2006
1,2,36,12,1,1,1,"DO","DO-2006",2006
1,1,18,25,-11,1,5,"DO","DO-2006",2006
1,2,31,25,1,1,5,"DO","DO-2006",2006
1,1,26,12,-11,1,3,"DO","DO-2006",2006
1,2,43,10,-11,4,3,"DO","DO-2006",2006
1,1,25,12,-11,4,5,"DO","DO-2006",2006
1,2,30,12,-11,1,3,"DO","DO-2006",2006
5,2,24,16,-11,1,3,"DO","DO-2006",2006
3,2,42,14,1,1,3,"DO","DO-2006",2006
4,1,50,20,-11,1,5,"DO","DO-2006",2006
2,2,32,12,1,2,5,"DO","DO-2006",2006
2,2,45,5,1,4,3,"DO","DO-2006",2006
1,1,47,8,-11,4,3,"DO","DO-2006",2006
5,2,18,25,-11,1,4,"DO","DO-2006",2006
3,2,30,12,-11,4,4,"DO","DO-2006",2006
1,1,44,18,-11,4,5,"DO","DO-2006",2006
3,2,51,5,1,1,3,"DO","DO-2006",2006
3,2,40,8,1,1,3,"DO","DO-2006",2006
1,2,23,12,1,1,4,"DO","DO-2006",2006
3,2,37,12,-11,4,3,"DO","DO-2006",2006
1,1,28,15,-11,1,4,"DO","DO-2006",2006
1,1,39,7,-11,1,5,"DO","DO-2006",2006
1,1,41,8,1,1,4,"DO","DO-2006",2006
1,2,26,12,-11,4,3,"DO","DO-2006",2006
1,2,20,25,-11,4,1,"DO","DO-2006",2006
1,2,44,12,-11,4,4,"DO","DO-2006",2006
3,2,46,8,-11,4,5,"DO","DO-2006",2006
1,2,39,4,1,4,3,"DO","DO-2006",2006
1,2,23,25,1,1,5,"DO","DO-2006",2006
2,2,64,,1,1,3,"DO","DO-2006",2006
5,2,25,12,-11,4,5,"DO","DO-2006",2006
4,2,87,,1,4,4,"DO","DO-2006",2006
3,1,31,8,1,4,4,"DO","DO-2006",2006
2,2,21,8,1,1,4,"DO","DO-2006",2006
2,2,31,10,-11,1,3,"DO","DO-2006",2006
1,2,35,5,-11,1,3,"DO","DO-2006",2006
4,2,65,,1,1,3,"DO","DO-2006",2006
1,1,39,13,-11,1,3,"DO","DO-2006",2006
1,2,60,,-11,1,4,"DO","DO-2006",2006
1,2,70,,1,4,3,"DO","DO-2006",2006
2,2,41,3,-11,1,3,"DO","DO-2006",2006
1,1,79,1,1,4,4,"DO","DO-2006",2006
1,1,68,12,1,1,5,"DO","DO-2006",2006
1,1,34,8,-11,1,5,"DO","DO-2006",2006
1,2,60,17,1,1,5,"DO","DO-2006",2006
3,2,83,,1,1,4,"DO","DO-2006",2006
1,1,22,8,-11,4,1,"DO","DO-2006",2006
4,1,23,8,1,4,4,"DO","DO-2006",2006
2,1,39,8,-11,1,5,"DO","DO-2006",2006
2,1,34,12,-11,1,4,"DO","DO-2006",2006
1,1,26,25,-11,1,5,"DO","DO-2006",2006
1,1,20,9,-11,2,3,"DO","DO-2006",2006
3,1,21,12,-11,1,4,"DO","DO-2006",2006
1,1,27,25,-11,4,4,"DO","DO-2006",2006
3,1,25,11,-11,1,4,"DO","DO-2006",2006
1,1,21,12,-11,1,3,"DO","DO-2006",2006
1,1,35,6,1,1,3,"DO","DO-2006",2006
2,1,23,9,-11,1,3,"DO","DO-2006",2006
1,1,22,25,-11,1,4,"DO","DO-2006",2006
2,2,50,12,1,1,2,"DO","DO-2006",2006
4,2,43,2,1,2,4,"DO","DO-2006",2006
2,1,32,8,-11,4,2,"DO","DO-2006",2006
1,2,25,5,1,1,2,"DO","DO-2006",2006
1,2,39,7,1,1,1,"DO","DO-2006",2006
3,2,48,5,-11,1,1,"DO","DO-2006",2006
4,2,21,25,-11,1,3,"DO","DO-2006",2006
1,1,35,8,-11,1,4,"DO","DO-2006",2006
4,2,22,12,1,1,4,"DO","DO-2006",2006
1,2,34,25,-11,4,4,"DO","DO-2006",2006
1,2,48,8,1,4,3,"DO","DO-2006",2006
3,2,24,25,-11,4,3,"DO","DO-2006",2006
3,2,20,25,-11,4,4,"DO","DO-2006",2006
1,2,29,25,-11,1,1,"DO","DO-2006",2006
1,2,24,25,-11,2,5,"DO","DO-2006",2006
1,1,24,25,-11,4,1,"DO","DO-2006",2006
1,1,48,3,-11,1,3,"DO","DO-2006",2006
1,1,24,12,1,1,5,"DO","DO-2006",2006
4,1,21,9,1,4,4,"DO","DO-2006",2006
1,1,21,12,1,2,5,"DO","DO-2006",2006
1,1,47,9,-11,1,4,"DO","DO-2006",2006
1,2,29,17,-11,1,5,"DO","DO-2006",2006
1,1,60,8,1,1,4,"DO","DO-2006",2006
1,1,45,,1,4,2,"DO","DO-2006",2006
3,2,53,3,-11,,1,"DO","DO-2006",2006
4,1,69,3,1,1,3,"DO","DO-2006",2006
1,1,21,25,-11,1,3,"DO","DO-2006",2006
1,2,26,25,-11,1,3,"DO","DO-2006",2006
2,1,22,10,-11,1,2,"DO","DO-2006",2006
2,1,21,12,-11,1,2,"DO","DO-2006",2006
1,2,33,,-11,1,,"DO","DO-2006",2006
2,1,19,4,-11,1,,"DO","DO-2006",2006
2,1,29,16,-11,1,4,"DO","DO-2006",2006
1,2,40,,-11,2,2,"DO","DO-2006",2006
3,2,20,25,-11,1,4,"DO","DO-2006",2006
1,1,19,25,-11,4,2,"DO","DO-2006",2006
4,1,23,7,-11,2,3,"DO","DO-2006",2006
1,2,30,12,-11,1,3,"DO","DO-2006",2006
1,2,21,12,1,1,1,"DO","DO-2006",2006
2,1,56,12,1,4,3,"DO","DO-2006",2006
1,1,21,25,-11,4,3,"DO","DO-2006",2006
99,1,43,4,-11,4,,"DO","DO-2006",2006
5,1,65,8,1,4,2,"DO","DO-2006",2006
5,1,22,12,-11,4,4,"DO","DO-2006",2006
5,2,39,6,1,4,5,"DO","DO-2006",2006
4,1,20,10,1,4,3,"DO","DO-2006",2006
1,2,30,8,-11,4,4,"DO","DO-2006",2006
4,1,22,8,-11,,3,"DO","DO-2006",2006
1,2,50,17,-11,1,4,"DO","DO-2006",2006
99,2,66,1,1,1,1,"DO","DO-2006",2006
1,2,24,25,-11,1,1,"DO","DO-2006",2006
4,2,53,4,1,1,5,"DO","DO-2006",2006
99,1,48,12,-11,2,,"DO","DO-2006",2006
1,2,20,9,1,4,4,"DO","DO-2006",2006
1,1,54,6,1,1,5,"DO","DO-2006",2006
99,1,48,25,-11,4,,"DO","DO-2006",2006
3,1,56,6,-11,4,,"DO","DO-2006",2006
4,1,64,8,1,1,3,"DO","DO-2006",2006
1,2,18,25,1,1,1,"DO","DO-2006",2006
4,1,45,12,1,2,4,"DO","DO-2006",2006
4,1,18,25,-11,,1,"DO","DO-2006",2006
3,1,40,13,-11,2,4,"DO","DO-2006",2006
2,1,22,12,1,1,3,"DO","DO-2006",2006
1,1,18,12,1,1,1,"DO","DO-2006",2006
4,1,18,25,-11,1,4,"DO","DO-2006",2006
2,1,30,12,-11,1,4,"DO","DO-2006",2006
1,1,54,18,-11,2,4,"DO","DO-2006",2006
4,1,21,25,-11,2,5,"DO","DO-2006",2006
5,2,28,25,-11,4,2,"DO","DO-2006",2006
1,2,29,12,-11,1,4,"DO","DO-2006",2006
1,1,18,25,-11,1,4,"DO","DO-2006",2006
2,1,23,12,-11,4,4,"DO","DO-2006",2006
5,1,19,25,-11,4,5,"DO","DO-2006",2006
3,2,25,10,1,2,4,"DO","DO-2006",2006
3,2,44,15,1,2,1,"DO","DO-2006",2006
1,1,31,8,-11,1,1,"DO","DO-2006",2006
1,2,45,8,1,1,2,"DO","DO-2006",2006
1,2,23,25,1,4,2,"DO","DO-2006",2006
4,1,18,12,-11,1,1,"DO","DO-2006",2006
2,1,18,12,-11,1,2,"DO","DO-2006",2006
3,1,23,25,-11,1,5,"DO","DO-2006",2006
3,1,21,25,-11,1,3,"DO","DO-2006",2006
1,2,25,17,-11,1,,"DO","DO-2006",2006
3,1,20,25,-11,1,5,"DO","DO-2006",2006
4,1,22,12,-11,1,5,"DO","DO-2006",2006
1,1,21,9,-11,1,2,"DO","DO-2006",2006
2,2,23,12,1,1,4,"DO","DO-2006",2006
1,2,25,25,-11,1,2,"DO","DO-2006",2006
4,1,19,25,-11,1,4,"DO","DO-2006",2006
1,1,22,9,-11,1,5,"DO","DO-2006",2006
1,1,22,12,-11,1,5,"DO","DO-2006",2006
1,1,22,12,-11,1,3,"DO","DO-2006",2006
4,1,19,25,-11,2,2,"DO","DO-2006",2006
4,2,23,25,-11,1,4,"DO","DO-2006",2006
1,1,40,18,-11,1,5,"DO","DO-2006",2006
2,1,18,25,-11,1,4,"DO","DO-2006",2006
1,1,30,12,-11,1,5,"DO","DO-2006",2006
1,1,52,11,-11,1,4,"DO","DO-2006",2006
4,1,19,25,1,1,4,"DO","DO-2006",2006
1,1,24,25,-11,1,,"DO","DO-2006",2006
2,2,21,25,-11,1,4,"DO","DO-2006",2006
4,2,20,25,-11,1,5,"DO","DO-2006",2006
2,1,19,25,-11,1,2,"DO","DO-2006",2006
1,2,24,9,-11,1,2,"DO","DO-2006",2006
4,1,50,3,-11,1,4,"DO","DO-2006",2006
4,1,35,6,-11,1,4,"DO","DO-2006",2006
3,1,20,9,1,1,,"DO","DO-2006",2006
1,1,34,12,-11,1,2,"DO","DO-2006",2006
3,1,52,4,-11,1,4,"DO","DO-2006",2006
4,2,45,12,-11,1,4,"DO","DO-2006",2006
1,2,24,25,1,4,3,"DO","DO-2006",2006
2,1,49,3,1,4,4,"DO","DO-2006",2006
4,1,19,25,-11,4,,"DO","DO-2006",2006
4,2,23,25,-11,4,4,"DO","DO-2006",2006
2,1,34,20,-11,4,4,"DO","DO-2006",2006
1,1,18,25,-11,4,4,"DO","DO-2006",2006
1,1,38,2,1,4,1,"DO","DO-2006",2006
2,1,20,12,1,4,2,"DO","DO-2006",2006
1,1,19,25,-11,4,5,"DO","DO-2006",2006
3,2,20,25,-11,4,4,"DO","DO-2006",2006
3,1,18,10,-11,2,4,"DO","DO-2006",2006
2,1,51,8,-11,4,5,"DO","DO-2006",2006
4,1,40,4,-11,4,1,"DO","DO-2006",2006
1,1,21,12,1,4,5,"DO","DO-2006",2006
1,2,23,25,-11,4,4,"DO","DO-2006",2006
1,1,21,25,-11,4,4,"DO","DO-2006",2006
1,1,22,6,-11,4,2,"DO","DO-2006",2006
2,1,26,1,-11,,2,"DO","DO-2006",2006
1,1,26,25,-11,1,5,"DO","DO-2006",2006
1,1,22,12,1,1,5,"DO","DO-2006",2006
3,1,61,12,1,1,5,"DO","DO-2006",2006
1,2,24,25,1,1,2,"DO","DO-2006",2006
4,1,30,17,-11,1,5,"DO","DO-2006",2006
2,2,53,8,-11,1,3,"DO","DO-2006",2006
2,1,31,12,-11,1,5,"DO","DO-2006",2006
1,1,50,7,-11,1,1,"DO","DO-2006",2006
4,2,39,3,-11,1,1,"DO","DO-2006",2006
1,1,22,25,-11,1,3,"DO","DO-2006",2006
2,2,23,10,-11,4,4,"DO","DO-2006",2006
4,1,19,12,-11,1,4,"DO","DO-2006",2006
2,2,22,25,-11,1,4,"DO","DO-2006",2006
1,1,30,18,-11,1,1,"DO","DO-2006",2006
4,1,78,3,-11,1,4,"DO","DO-2006",2006
1,1,31,5,1,1,5,"DO","DO-2006",2006
3,2,32,25,-11,1,3,"DO","DO-2006",2006
1,2,22,25,-11,1,5,"DO","DO-2006",2006
4,1,30,9,-11,1,4,"DO","DO-2006",2006
1,2,56,8,-11,1,3,"DO","DO-2006",2006
1,1,23,25,-11,1,3,"DO","DO-2006",2006
3,2,29,13,-11,4,5,"DO","DO-2006",2006
1,1,24,,-11,4,2,"DO","DO-2006",2006
1,1,25,10,-11,4,1,"DO","DO-2006",2006
2,1,51,2,-11,4,2,"DO","DO-2006",2006
1,1,19,8,-11,4,4,"DO","DO-2006",2006
4,1,26,5,-11,4,4,"DO","DO-2006",2006
1,2,55,2,1,4,4,"DO","DO-2006",2006
4,1,19,4,-11,,4,"DO","DO-2006",2006
4,2,18,25,-11,1,1,"DO","DO-2006",2006
1,1,51,17,-11,1,5,"DO","DO-2006",2006
1,2,32,17,1,1,5,"DO","DO-2006",2006
1,1,53,16,-11,1,5,"DO","DO-2006",2006
1,2,26,14,-11,1,2,"DO","DO-2006",2006
1,1,76,12,1,1,3,"DO","DO-2006",2006
2,1,60,4,-11,1,4,"DO","DO-2006",2006
3,2,30,25,-11,1,3,"DO","DO-2006",2006
4,1,56,8,-11,1,1,"DO","DO-2006",2006
2,2,39,12,-11,1,3,"DO","DO-2006",2006
1,1,64,17,1,1,5,"DO","DO-2006",2006
3,2,31,17,1,1,4,"DO","DO-2006",2006
2,2,18,12,-11,1,1,"DO","DO-2006",2006
2,2,62,3,1,1,2,"DO","DO-2006",2006
2,2,22,13,-11,1,4,"DO","DO-2006",2006
1,2,18,25,-11,1,3,"DO","DO-2006",2006
1,2,18,25,-11,1,3,"DO","DO-2006",2006
2,2,31,10,-11,1,3,"DO","DO-2006",2006
2,2,24,25,-11,1,2,"DO","DO-2006",2006
1,2,22,12,-11,1,2,"DO","DO-2006",2006
2,2,22,25,-11,1,3,"DO","DO-2006",2006
2,1,24,7,-11,1,4,"DO","DO-2006",2006
1,2,19,2,-11,4,4,"DO","DO-2006",2006
3,2,39,4,-11,1,1,"DO","DO-2006",2006
2,1,27,12,-11,1,2,"DO","DO-2006",2006
3,2,21,25,1,1,3,"DO","DO-2006",2006
3,1,35,8,-11,1,3,"DO","DO-2006",2006
2,2,40,5,1,4,2,"DO","DO-2006",2006
2,2,36,8,-11,4,2,"DO","DO-2006",2006
2,2,20,25,-11,1,4,"DO","DO-2006",2006
99,1,70,,1,1,3,"DO","DO-2006",2006
1,1,45,20,-11,1,3,"DO","DO-2006",2006
1,1,20,12,-11,1,5,"DO","DO-2006",2006
2,2,21,25,-11,1,3,"DO","DO-2006",2006
2,2,24,25,-11,1,4,"DO","DO-2006",2006
1,2,19,12,-11,1,5,"DO","DO-2006",2006
1,1,62,,-11,1,4,"DO","DO-2006",2006
2,2,25,25,-11,1,5,"DO","DO-2006",2006
4,1,51,5,-11,4,4,"DO","DO-2006",2006
4,1,66,18,-11,1,4,"DO","DO-2006",2006
3,2,24,12,-11,2,4,"DO","DO-2006",2006
4,2,25,12,-11,1,4,"DO","DO-2006",2006
1,2,49,1,1,2,1,"DO","DO-2006",2006
99,2,28,16,-11,1,,"DO","DO-2006",2006
1,2,42,12,-11,2,3,"DO","DO-2006",2006
4,2,24,12,-11,1,3,"DO","DO-2006",2006
2,2,19,25,-11,1,2,"DO","DO-2006",2006
4,2,21,25,-11,1,4,"DO","DO-2006",2006
3,2,19,25,1,2,4,"DO","DO-2006",2006
3,2,23,25,-11,1,5,"DO","DO-2006",2006
1,1,69,4,1,,5,"DO","DO-2006",2006
4,2,20,12,1,2,3,"DO","DO-2006",2006
4,2,37,,1,4,2,"DO","DO-2006",2006
1,1,52,12,-11,1,5,"DO","DO-2006",2006
4,2,20,12,-11,1,4,"DO","DO-2006",2006
2,2,29,12,-11,1,5,"DO","DO-2006",2006
3,2,47,3,1,1,3,"DO","DO-2006",2006
4,1,39,10,-11,1,4,"DO","DO-2006",2006
1,2,,25,-11,1,4,"DO","DO-2006",2006
3,2,23,12,-11,1,3,"DO","DO-2006",2006
3,1,56,6,1,1,4,"DO","DO-2006",2006
1,2,38,12,-11,1,3,"DO","DO-2006",2006
1,2,30,8,1,1,4,"DO","DO-2006",2006
1,2,19,25,-11,1,3,"DO","DO-2006",2006
2,2,20,25,-11,1,4,"DO","DO-2006",2006
99,2,46,2,-11,,3,"DO","DO-2006",2006
2,2,18,25,-11,2,3,"DO","DO-2006",2006
3,2,29,16,-11,4,3,"DO","DO-2006",2006
2,2,44,4,1,4,4,"DO","DO-2006",2006
1,2,23,25,-11,4,4,"DO","DO-2006",2006
3,2,32,3,-11,4,1,"DO","DO-2006",2006
1,2,19,12,1,4,4,"DO","DO-2006",2006
1,2,57,,1,4,2,"DO","DO-2006",2006
1,1,59,4,-11,1,3,"DO","DO-2006",2006
1,1,19,25,-11,4,4,"DO","DO-2006",2006
3,1,50,,-11,4,3,"DO","DO-2006",2006
1,1,47,12,-11,4,1,"DO","DO-2006",2006
3,1,33,3,-11,4,1,"DO","DO-2006",2006
4,1,30,9,-11,4,4,"DO","DO-2006",2006
2,2,22,25,-11,4,4,"DO","DO-2006",2006
4,2,18,12,-11,4,4,"DO","DO-2006",2006
3,2,38,10,1,4,4,"DO","DO-2006",2006
1,2,24,8,1,4,3,"DO","DO-2006",2006
4,2,19,25,-11,4,3,"DO","DO-2006",2006
99,2,18,25,-11,4,1,"DO","DO-2006",2006
2,1,62,8,-11,1,4,"DO","DO-2006",2006
4,2,21,13,-11,4,5,"DO","DO-2006",2006
2,1,48,5,-11,4,2,"DO","DO-2006",2006
1,2,18,25,-11,4,2,"DO","DO-2006",2006
4,2,23,12,1,2,1,"DO","DO-2006",2006
2,2,19,25,-11,4,4,"DO","DO-2006",2006
4,2,28,8,-11,4,5,"DO","DO-2006",2006
2,2,19,25,-11,4,2,"DO","DO-2006",2006
1,1,43,6,-11,1,5,"DO","DO-2006",2006
2,1,57,7,-11,4,3,"DO","DO-2006",2006
2,2,20,25,-11,4,2,"DO","DO-2006",2006
2,1,36,8,-11,4,2,"DO","DO-2006",2006
1,1,55,9,-11,1,5,"DO","DO-2006",2006
1,1,75,5,-11,1,3,"DO","DO-2006",2006
1,1,27,12,-11,1,5,"DO","DO-2006",2006
99,1,55,8,-11,1,,"DO","DO-2006",2006
1,1,26,25,-11,1,3,"DO","DO-2006",2006
5,1,68,,1,4,2,"DO","DO-2006",2006
2,2,21,25,-11,1,4,"DO","DO-2006",2006
1,1,67,1,1,4,4,"DO","DO-2006",2006
2,2,35,9,1,4,2,"DO","DO-2006",2006
1,1,44,25,-11,1,4,"DO","DO-2006",2006
2,2,25,25,-11,1,3,"DO","DO-2006",2006
4,1,70,4,-11,2,2,"DO","DO-2006",2006
2,2,29,11,1,1,4,"DO","DO-2006",2006
1,2,59,5,1,1,3,"DO","DO-2006",2006
1,2,50,12,-11,1,1,"DO","DO-2006",2006
1,2,19,25,-11,1,3,"DO","DO-2006",2006
1,1,64,3,-11,4,5,"DO","DO-2006",2006
4,1,19,25,1,1,4,"DO","DO-2006",2006
1,1,56,6,1,1,3,"DO","DO-2006",2006
1,2,58,16,-11,1,3,"DO","DO-2006",2006
1,2,24,25,-11,1,3,"DO","DO-2006",2006
99,2,23,25,-11,2,,"DO","DO-2006",2006
2,2,25,10,1,2,4,"DO","DO-2006",2006
99,2,30,6,-11,,1,"DO","DO-2006",2006
1,2,18,25,-11,1,3,"DO","DO-2006",2006
3,1,58,4,1,2,4,"DO","DO-2006",2006
3,1,22,25,-11,1,4,"DO","DO-2006",2006
3,1,26,9,-11,4,4,"DO","DO-2006",2006
5,1,23,6,-11,1,2,"DO","DO-2006",2006
1,1,50,4,-11,1,1,"DO","DO-2006",2006
2,2,58,10,1,1,,"DO","DO-2006",2006
99,2,18,25,-11,1,,"DO","DO-2006",2006
4,1,46,12,-11,1,4,"DO","DO-2006",2006
4,1,28,4,-11,1,4,"DO","DO-2006",2006
1,2,21,25,-11,4,1,"DO","DO-2006",2006
1,2,40,25,1,4,1,"DO","DO-2006",2006
3,1,62,2,-11,4,5,"DO","DO-2006",2006
3,2,25,11,1,4,5,"DO","DO-2006",2006
4,2,53,3,1,4,3,"DO","DO-2006",2006
3,1,88,16,1,4,4,"DO","DO-2006",2006
1,2,34,17,-11,1,5,"DO","DO-2006",2006
2,2,20,13,-11,4,3,"DO","DO-2006",2006
1,2,20,25,-11,4,5,"DO","DO-2006",2006
1,1,63,12,1,4,4,"DO","DO-2006",2006
3,1,60,8,1,4,,"DO","DO-2006",2006
4,2,30,12,-11,1,4,"DO","DO-2006",2006
4,1,65,9,-11,4,1,"DO","DO-2006",2006
1,2,75,,1,4,4,"DO","DO-2006",2006
4,1,68,3,1,4,2,"DO","DO-2006",2006
1,2,49,5,1,4,3,"DO","DO-2006",2006
2,1,26,17,-11,1,4,"DO","DO-2006",2006
1,2,28,10,1,1,4,"DO","DO-2006",2006
3,2,48,12,-11,1,3,"DO","DO-2006",2006
1,2,33,9,1,1,5,"DO","DO-2006",2006
3,2,21,9,1,2,4,"DO","DO-2006",2006
1,1,34,1,-11,1,5,"DO","DO-2006",2006
3,1,52,17,-11,2,5,"DO","DO-2006",2006
4,1,40,5,-11,2,4,"DO","DO-2006",2006
1,2,24,5,1,4,4,"DO","DO-2006",2006
1,2,27,25,-11,1,5,"DO","DO-2006",2006
4,2,35,1,1,4,4,"DO","DO-2006",2006
4,1,44,9,-11,4,2,"DO","DO-2006",2006
4,1,37,,-11,4,3,"DO","DO-2006",2006
3,2,38,6,-11,2,2,"DO","DO-2006",2006
3,1,19,12,-11,1,2,"DO","DO-2006",2006
2,2,26,25,-11,1,3,"DO","DO-2006",2006
1,1,40,8,-11,1,4,"DO","DO-2006",2006
3,2,28,10,-11,1,1,"DO","DO-2006",2006
99,2,29,8,1,1,1,"DO","DO-2006",2006
2,2,47,12,-11,1,2,"DO","DO-2006",2006
1,1,50,8,-11,4,4,"DO","DO-2006",2006
4,2,37,,1,,4,"DO","DO-2006",2006
1,2,40,12,1,4,5,"DO","DO-2006",2006
4,1,38,25,-11,1,5,"DO","DO-2006",2006
4,1,42,9,-11,4,2,"DO","DO-2006",2006
4,1,24,6,-11,1,4,"DO","DO-2006",2006
2,1,20,9,-11,1,4,"DO","DO-2006",2006
1,2,23,15,-11,2,5,"DO","DO-2006",2006
4,1,60,5,-11,,2,"DO","DO-2006",2006
1,1,18,12,-11,1,3,"DO","DO-2006",2006
1,2,31,9,-11,1,4,"DO","DO-2006",2006
1,1,19,25,-11,1,4,"DO","DO-2006",2006
1,1,42,,-11,4,3,"DO","DO-2006",2006
4,1,33,3,-11,2,3,"DO","DO-2006",2006
1,2,80,7,1,1,2,"DO","DO-2006",2006
4,1,34,,-11,1,1,"DO","DO-2006",2006
4,1,32,18,-11,1,4,"DO","DO-2006",2006
1,1,39,12,-11,2,4,"DO","DO-2006",2006
4,1,19,25,-11,2,4,"DO","DO-2006",2006
1,2,25,9,-11,1,4,"DO","DO-2006",2006
2,1,18,25,-11,1,4,"DO","DO-2006",2006
1,1,53,17,1,1,4,"DO","DO-2006",2006
