"trust_promise","male","age","edu","unemployed","rural","political_know","cntry","country_year","year"
4,2,45,14,1,1,3,"IS","IS-2016",2016
2,2,19,13,0,2,2,"IS","IS-2016",2016
2,2,69,18,0,1,4,"IS","IS-2016",2016
4,1,31,16,0,3,4,"IS","IS-2016",2016
4,1,56,13,0,3,4,"IS","IS-2016",2016
3,2,51,13,0,5,4,"IS","IS-2016",2016
2,2,29,16,0,3,5,"IS","IS-2016",2016
2,2,42,16,0,1,4,"IS","IS-2016",2016
1,2,70,14,0,1,5,"IS","IS-2016",2016
3,1,40,21,0,2,4,"IS","IS-2016",2016
1,2,41,22,0,1,4,"IS","IS-2016",2016
4,2,72,6,1,5,3,"IS","IS-2016",2016
4,1,70,9,1,,4,"IS","IS-2016",2016
3,2,47,17,0,1,4,"IS","IS-2016",2016
2,2,47,20,0,1,4,"IS","IS-2016",2016
1,2,50,20,0,2,2,"IS","IS-2016",2016
4,2,36,21,0,4,4,"IS","IS-2016",2016
2,2,62,15,0,,4,"IS","IS-2016",2016
99,2,20,11,1,3,1,"IS","IS-2016",2016
4,2,43,18,0,2,4,"IS","IS-2016",2016
1,2,44,19,0,3,4,"IS","IS-2016",2016
3,2,58,14,0,5,3,"IS","IS-2016",2016
4,1,50,14,0,3,4,"IS","IS-2016",2016
3,1,22,16,1,2,4,"IS","IS-2016",2016
3,1,68,14,0,3,4,"IS","IS-2016",2016
5,2,43,,0,3,3,"IS","IS-2016",2016
4,1,56,10,0,2,3,"IS","IS-2016",2016
2,2,32,19,0,1,4,"IS","IS-2016",2016
3,1,55,18,0,1,4,"IS","IS-2016",2016
4,2,58,14,0,3,4,"IS","IS-2016",2016
4,2,38,20,0,1,4,"IS","IS-2016",2016
99,1,34,,-11,,,"IS","IS-2016",2016
1,2,54,19,0,2,4,"IS","IS-2016",2016
1,1,31,16,0,3,3,"IS","IS-2016",2016
4,2,44,18,0,1,3,"IS","IS-2016",2016
4,1,20,13,1,5,4,"IS","IS-2016",2016
1,2,43,22,1,1,4,"IS","IS-2016",2016
3,2,32,18,0,1,3,"IS","IS-2016",2016
3,2,46,18,0,1,5,"IS","IS-2016",2016
2,2,19,13,0,1,2,"IS","IS-2016",2016
1,1,41,15,0,2,2,"IS","IS-2016",2016
2,2,27,16,1,2,2,"IS","IS-2016",2016
2,1,46,12,0,3,3,"IS","IS-2016",2016
3,2,64,10,0,,2,"IS","IS-2016",2016
2,2,30,21,0,1,2,"IS","IS-2016",2016
5,1,57,8,1,1,3,"IS","IS-2016",2016
99,2,36,,-11,,,"IS","IS-2016",2016
2,1,71,7,0,4,4,"IS","IS-2016",2016
3,1,78,12,1,3,4,"IS","IS-2016",2016
4,1,48,10,0,3,4,"IS","IS-2016",2016
5,2,57,13,0,3,3,"IS","IS-2016",2016
3,1,36,17,0,2,5,"IS","IS-2016",2016
5,1,66,15,0,2,5,"IS","IS-2016",2016
2,1,33,15,0,3,4,"IS","IS-2016",2016
3,1,34,17,0,3,4,"IS","IS-2016",2016
1,1,64,13,0,3,4,"IS","IS-2016",2016
4,2,43,16,0,2,4,"IS","IS-2016",2016
3,2,34,18,0,1,4,"IS","IS-2016",2016
2,1,35,18,0,3,5,"IS","IS-2016",2016
4,2,39,14,1,,3,"IS","IS-2016",2016
2,1,21,12,0,3,3,"IS","IS-2016",2016
3,2,56,12,1,3,3,"IS","IS-2016",2016
1,2,58,,0,2,4,"IS","IS-2016",2016
5,2,41,14,0,3,3,"IS","IS-2016",2016
3,2,76,,1,3,4,"IS","IS-2016",2016
1,2,61,19,0,3,2,"IS","IS-2016",2016
3,2,58,24,1,2,5,"IS","IS-2016",2016
4,2,50,18,0,1,3,"IS","IS-2016",2016
2,2,23,,0,3,2,"IS","IS-2016",2016
3,2,19,13,0,1,3,"IS","IS-2016",2016
3,2,21,14,0,1,2,"IS","IS-2016",2016
1,1,74,10,1,2,3,"IS","IS-2016",2016
2,1,36,20,0,1,3,"IS","IS-2016",2016
4,1,48,,0,1,5,"IS","IS-2016",2016
5,2,61,12,0,3,5,"IS","IS-2016",2016
3,2,45,,0,3,,"IS","IS-2016",2016
4,2,38,20,1,3,4,"IS","IS-2016",2016
4,2,45,20,0,1,3,"IS","IS-2016",2016
99,2,24,17,0,1,2,"IS","IS-2016",2016
4,1,60,11,0,3,4,"IS","IS-2016",2016
3,2,54,10,0,,4,"IS","IS-2016",2016
1,2,38,17,0,3,5,"IS","IS-2016",2016
1,1,46,,0,1,5,"IS","IS-2016",2016
4,2,42,18,0,5,4,"IS","IS-2016",2016
2,2,68,,1,1,3,"IS","IS-2016",2016
1,2,53,16,0,1,4,"IS","IS-2016",2016
2,2,54,10,0,3,2,"IS","IS-2016",2016
3,1,45,15,0,1,4,"IS","IS-2016",2016
2,2,47,22,0,1,4,"IS","IS-2016",2016
4,2,21,18,0,5,4,"IS","IS-2016",2016
2,1,69,12,0,1,4,"IS","IS-2016",2016
2,2,19,12,1,3,3,"IS","IS-2016",2016
1,1,31,14,0,3,4,"IS","IS-2016",2016
4,1,59,14,0,3,4,"IS","IS-2016",2016
2,2,82,11,1,2,3,"IS","IS-2016",2016
1,1,47,10,0,1,4,"IS","IS-2016",2016
3,2,75,10,1,3,,"IS","IS-2016",2016
2,2,84,,-11,,4,"IS","IS-2016",2016
3,2,41,22,0,3,3,"IS","IS-2016",2016
1,2,32,16,0,2,1,"IS","IS-2016",2016
1,1,59,10,1,3,4,"IS","IS-2016",2016
3,2,69,15,0,4,4,"IS","IS-2016",2016
99,2,24,,-11,,,"IS","IS-2016",2016
4,2,53,18,0,1,3,"IS","IS-2016",2016
3,2,28,20,0,1,2,"IS","IS-2016",2016
3,1,54,12,0,3,3,"IS","IS-2016",2016
2,1,26,18,1,1,4,"IS","IS-2016",2016
3,2,20,13,1,5,4,"IS","IS-2016",2016
4,1,37,16,1,2,3,"IS","IS-2016",2016
4,1,47,14,0,3,4,"IS","IS-2016",2016
99,2,24,14,0,1,,"IS","IS-2016",2016
4,2,34,19,0,3,4,"IS","IS-2016",2016
1,1,28,12,1,1,5,"IS","IS-2016",2016
1,1,23,,0,1,3,"IS","IS-2016",2016
4,1,61,18,0,2,4,"IS","IS-2016",2016
99,1,62,,-11,,,"IS","IS-2016",2016
4,2,44,14,0,5,3,"IS","IS-2016",2016
3,2,49,9,0,2,4,"IS","IS-2016",2016
99,2,32,12,1,4,,"IS","IS-2016",2016
2,2,76,12,1,2,4,"IS","IS-2016",2016
3,2,48,10,0,3,3,"IS","IS-2016",2016
2,2,33,23,0,1,4,"IS","IS-2016",2016
2,1,39,16,0,1,4,"IS","IS-2016",2016
4,1,34,18,0,2,4,"IS","IS-2016",2016
3,2,38,18,0,2,3,"IS","IS-2016",2016
1,2,62,12,0,4,3,"IS","IS-2016",2016
2,2,38,17,0,3,2,"IS","IS-2016",2016
2,2,38,20,0,1,3,"IS","IS-2016",2016
2,1,55,16,0,1,5,"IS","IS-2016",2016
4,1,59,18,0,1,4,"IS","IS-2016",2016
1,1,53,,0,3,5,"IS","IS-2016",2016
3,1,23,16,0,3,4,"IS","IS-2016",2016
99,2,42,,-11,,,"IS","IS-2016",2016
2,2,75,7,1,3,3,"IS","IS-2016",2016
5,2,52,10,1,3,3,"IS","IS-2016",2016
1,1,28,16,1,3,3,"IS","IS-2016",2016
3,2,48,12,0,1,4,"IS","IS-2016",2016
4,2,38,15,0,2,4,"IS","IS-2016",2016
3,1,58,10,0,3,4,"IS","IS-2016",2016
3,1,49,22,0,1,4,"IS","IS-2016",2016
3,2,60,13,0,3,4,"IS","IS-2016",2016
4,1,42,18,1,1,4,"IS","IS-2016",2016
4,1,63,13,0,2,4,"IS","IS-2016",2016
5,2,59,12,0,4,3,"IS","IS-2016",2016
4,2,57,18,0,2,4,"IS","IS-2016",2016
1,1,63,13,0,3,4,"IS","IS-2016",2016
1,2,48,21,0,1,4,"IS","IS-2016",2016
2,2,31,17,0,1,2,"IS","IS-2016",2016
3,2,63,4,1,2,4,"IS","IS-2016",2016
4,2,52,18,0,3,3,"IS","IS-2016",2016
4,1,31,16,0,3,4,"IS","IS-2016",2016
3,2,81,13,1,3,3,"IS","IS-2016",2016
2,2,70,14,1,1,4,"IS","IS-2016",2016
2,1,31,15,0,2,3,"IS","IS-2016",2016
2,1,56,11,0,3,4,"IS","IS-2016",2016
3,2,36,18,0,3,2,"IS","IS-2016",2016
1,2,44,10,1,1,3,"IS","IS-2016",2016
3,2,59,15,0,2,4,"IS","IS-2016",2016
3,1,27,16,0,1,4,"IS","IS-2016",2016
3,2,40,16,0,2,2,"IS","IS-2016",2016
2,1,78,13,1,3,3,"IS","IS-2016",2016
1,2,65,10,0,1,5,"IS","IS-2016",2016
5,2,85,17,1,4,4,"IS","IS-2016",2016
2,2,65,11,0,3,2,"IS","IS-2016",2016
4,2,61,11,0,2,4,"IS","IS-2016",2016
4,1,71,18,1,4,4,"IS","IS-2016",2016
1,2,66,19,0,2,5,"IS","IS-2016",2016
1,2,46,17,0,1,4,"IS","IS-2016",2016
4,2,28,19,0,1,2,"IS","IS-2016",2016
3,2,25,17,0,2,4,"IS","IS-2016",2016
2,1,60,10,0,2,4,"IS","IS-2016",2016
3,1,62,,1,1,4,"IS","IS-2016",2016
2,2,36,25,0,2,4,"IS","IS-2016",2016
3,2,59,10,0,3,3,"IS","IS-2016",2016
2,1,22,15,0,2,4,"IS","IS-2016",2016
2,2,26,14,0,1,3,"IS","IS-2016",2016
2,1,75,6,1,4,5,"IS","IS-2016",2016
1,2,59,2,0,2,5,"IS","IS-2016",2016
3,2,64,13,0,3,4,"IS","IS-2016",2016
1,1,46,15,0,3,3,"IS","IS-2016",2016
2,1,63,15,1,1,5,"IS","IS-2016",2016
2,1,69,19,0,3,4,"IS","IS-2016",2016
3,2,38,18,0,2,2,"IS","IS-2016",2016
1,1,74,9,1,2,5,"IS","IS-2016",2016
4,1,38,18,0,5,4,"IS","IS-2016",2016
1,2,65,,0,1,,"IS","IS-2016",2016
4,2,53,18,0,2,4,"IS","IS-2016",2016
99,1,68,,-11,2,,"IS","IS-2016",2016
2,1,28,20,0,3,5,"IS","IS-2016",2016
2,2,50,15,1,3,3,"IS","IS-2016",2016
1,2,28,18,1,2,3,"IS","IS-2016",2016
4,2,55,15,0,2,2,"IS","IS-2016",2016
99,2,37,,-11,,,"IS","IS-2016",2016
3,2,74,,1,3,4,"IS","IS-2016",2016
4,2,48,20,0,2,4,"IS","IS-2016",2016
2,1,42,10,0,3,4,"IS","IS-2016",2016
1,2,60,18,0,3,3,"IS","IS-2016",2016
2,2,38,,0,1,4,"IS","IS-2016",2016
4,1,55,13,0,3,2,"IS","IS-2016",2016
2,2,25,17,0,1,2,"IS","IS-2016",2016
4,2,35,20,0,2,4,"IS","IS-2016",2016
2,2,42,18,0,2,4,"IS","IS-2016",2016
2,1,46,23,0,1,3,"IS","IS-2016",2016
3,1,44,18,0,4,4,"IS","IS-2016",2016
4,2,70,11,1,3,4,"IS","IS-2016",2016
1,1,46,16,0,1,,"IS","IS-2016",2016
3,2,64,14,0,3,4,"IS","IS-2016",2016
99,1,41,,-11,,,"IS","IS-2016",2016
4,2,52,25,0,1,5,"IS","IS-2016",2016
99,2,38,,-11,,,"IS","IS-2016",2016
4,2,75,17,1,1,4,"IS","IS-2016",2016
3,1,45,21,0,2,4,"IS","IS-2016",2016
3,1,47,16,0,1,3,"IS","IS-2016",2016
1,1,45,11,0,3,4,"IS","IS-2016",2016
4,1,64,9,0,2,4,"IS","IS-2016",2016
5,2,54,,1,1,4,"IS","IS-2016",2016
99,1,59,,-11,,,"IS","IS-2016",2016
4,2,58,17,1,2,4,"IS","IS-2016",2016
4,1,66,5,0,3,4,"IS","IS-2016",2016
1,2,37,10,0,2,5,"IS","IS-2016",2016
5,2,80,9,1,4,,"IS","IS-2016",2016
2,1,43,17,0,5,4,"IS","IS-2016",2016
2,2,34,19,0,1,5,"IS","IS-2016",2016
1,1,37,22,0,3,3,"IS","IS-2016",2016
1,2,37,20,0,2,5,"IS","IS-2016",2016
4,2,59,18,1,5,4,"IS","IS-2016",2016
3,1,61,14,0,3,3,"IS","IS-2016",2016
3,2,63,8,0,3,4,"IS","IS-2016",2016
4,1,57,10,0,2,4,"IS","IS-2016",2016
1,1,64,8,0,4,4,"IS","IS-2016",2016
3,1,74,20,1,1,4,"IS","IS-2016",2016
2,1,66,25,0,2,4,"IS","IS-2016",2016
1,2,59,19,0,1,5,"IS","IS-2016",2016
3,2,47,18,0,3,4,"IS","IS-2016",2016
4,2,39,19,0,1,4,"IS","IS-2016",2016
5,1,69,13,1,3,4,"IS","IS-2016",2016
1,2,46,16,0,1,4,"IS","IS-2016",2016
3,2,75,20,1,2,4,"IS","IS-2016",2016
2,2,32,20,0,1,4,"IS","IS-2016",2016
4,1,68,14,0,2,5,"IS","IS-2016",2016
3,1,38,17,0,2,5,"IS","IS-2016",2016
3,2,30,18,0,1,2,"IS","IS-2016",2016
3,2,71,20,0,1,4,"IS","IS-2016",2016
5,1,58,,0,3,5,"IS","IS-2016",2016
2,2,21,13,1,5,1,"IS","IS-2016",2016
2,2,22,10,0,5,5,"IS","IS-2016",2016
3,1,81,,-11,3,5,"IS","IS-2016",2016
1,1,43,5,1,3,3,"IS","IS-2016",2016
2,1,41,,0,3,5,"IS","IS-2016",2016
4,2,81,8,1,3,4,"IS","IS-2016",2016
4,2,43,18,0,2,4,"IS","IS-2016",2016
4,2,62,19,0,3,4,"IS","IS-2016",2016
1,2,62,15,0,2,3,"IS","IS-2016",2016
3,2,25,16,0,1,4,"IS","IS-2016",2016
99,2,51,,0,,,"IS","IS-2016",2016
3,2,55,15,0,2,4,"IS","IS-2016",2016
4,2,61,19,0,3,4,"IS","IS-2016",2016
1,1,48,12,0,2,4,"IS","IS-2016",2016
4,1,67,16,0,1,4,"IS","IS-2016",2016
99,2,27,18,0,1,2,"IS","IS-2016",2016
5,1,19,10,0,4,4,"IS","IS-2016",2016
4,1,64,13,0,1,4,"IS","IS-2016",2016
2,2,61,20,0,5,5,"IS","IS-2016",2016
2,2,65,10,-11,3,4,"IS","IS-2016",2016
4,2,40,16,0,3,4,"IS","IS-2016",2016
4,2,62,,0,3,4,"IS","IS-2016",2016
99,2,35,4,0,,2,"IS","IS-2016",2016
4,2,47,22,0,2,4,"IS","IS-2016",2016
3,1,24,16,0,3,4,"IS","IS-2016",2016
1,2,51,22,0,1,3,"IS","IS-2016",2016
1,2,82,16,1,1,4,"IS","IS-2016",2016
1,2,52,22,0,1,4,"IS","IS-2016",2016
1,1,31,19,0,2,4,"IS","IS-2016",2016
4,2,41,19,0,2,4,"IS","IS-2016",2016
1,2,30,13,0,3,4,"IS","IS-2016",2016
2,2,30,13,1,3,4,"IS","IS-2016",2016
4,1,51,12,0,3,5,"IS","IS-2016",2016
5,2,78,,-11,,4,"IS","IS-2016",2016
2,1,20,13,0,1,2,"IS","IS-2016",2016
1,2,22,16,1,2,5,"IS","IS-2016",2016
5,1,40,10,0,,4,"IS","IS-2016",2016
3,2,25,18,0,2,4,"IS","IS-2016",2016
2,1,71,12,1,4,4,"IS","IS-2016",2016
5,1,66,19,0,3,,"IS","IS-2016",2016
2,2,34,18,0,2,5,"IS","IS-2016",2016
3,2,22,,-11,,3,"IS","IS-2016",2016
1,1,33,14,1,,2,"IS","IS-2016",2016
1,2,28,17,0,1,4,"IS","IS-2016",2016
2,1,47,16,0,3,4,"IS","IS-2016",2016
3,2,34,,0,,3,"IS","IS-2016",2016
1,2,50,5,1,3,5,"IS","IS-2016",2016
3,2,33,17,0,3,4,"IS","IS-2016",2016
1,2,56,20,0,2,3,"IS","IS-2016",2016
3,1,35,0,0,1,3,"IS","IS-2016",2016
2,2,39,21,1,1,4,"IS","IS-2016",2016
1,1,37,16,0,2,4,"IS","IS-2016",2016
3,2,70,17,1,3,3,"IS","IS-2016",2016
1,1,51,14,0,4,3,"IS","IS-2016",2016
4,2,28,15,0,1,4,"IS","IS-2016",2016
3,2,72,7,1,2,4,"IS","IS-2016",2016
3,1,44,17,1,1,4,"IS","IS-2016",2016
4,1,39,18,0,1,5,"IS","IS-2016",2016
3,2,27,16,0,3,3,"IS","IS-2016",2016
1,2,39,14,0,3,4,"IS","IS-2016",2016
4,1,52,19,0,4,4,"IS","IS-2016",2016
99,1,18,,-11,,,"IS","IS-2016",2016
1,2,52,10,0,1,2,"IS","IS-2016",2016
2,1,48,17,0,2,3,"IS","IS-2016",2016
2,2,53,20,0,3,4,"IS","IS-2016",2016
3,2,73,17,1,3,4,"IS","IS-2016",2016
99,2,20,,-11,,,"IS","IS-2016",2016
2,2,38,18,0,3,4,"IS","IS-2016",2016
3,1,74,23,1,1,4,"IS","IS-2016",2016
5,2,61,10,0,1,5,"IS","IS-2016",2016
4,2,85,15,1,2,4,"IS","IS-2016",2016
2,1,87,,1,3,3,"IS","IS-2016",2016
2,1,25,12,0,3,3,"IS","IS-2016",2016
3,1,49,18,0,3,4,"IS","IS-2016",2016
3,2,21,14,0,3,2,"IS","IS-2016",2016
1,2,30,17,0,3,3,"IS","IS-2016",2016
1,1,19,,-11,,2,"IS","IS-2016",2016
2,2,36,12,0,5,4,"IS","IS-2016",2016
4,1,42,13,0,3,4,"IS","IS-2016",2016
4,1,45,,-11,,4,"IS","IS-2016",2016
1,1,46,10,0,3,4,"IS","IS-2016",2016
1,1,49,22,0,3,4,"IS","IS-2016",2016
4,2,53,20,0,1,4,"IS","IS-2016",2016
3,1,66,,0,3,4,"IS","IS-2016",2016
3,2,36,20,0,1,4,"IS","IS-2016",2016
2,2,60,16,1,3,3,"IS","IS-2016",2016
3,2,32,18,0,1,5,"IS","IS-2016",2016
1,2,58,10,1,4,3,"IS","IS-2016",2016
4,1,66,18,0,2,4,"IS","IS-2016",2016
4,2,59,12,0,1,3,"IS","IS-2016",2016
2,1,24,14,0,2,4,"IS","IS-2016",2016
3,2,28,17,0,3,2,"IS","IS-2016",2016
4,2,53,19,0,4,4,"IS","IS-2016",2016
2,2,60,21,0,1,3,"IS","IS-2016",2016
2,1,53,19,1,1,4,"IS","IS-2016",2016
1,2,47,21,0,2,,"IS","IS-2016",2016
3,2,23,16,0,1,4,"IS","IS-2016",2016
2,1,69,13,1,1,4,"IS","IS-2016",2016
4,2,53,18,0,3,4,"IS","IS-2016",2016
4,2,59,17,0,1,4,"IS","IS-2016",2016
3,2,23,16,0,1,3,"IS","IS-2016",2016
3,1,63,15,0,3,4,"IS","IS-2016",2016
2,1,62,13,0,2,4,"IS","IS-2016",2016
3,2,20,14,0,1,4,"IS","IS-2016",2016
2,2,45,18,1,3,4,"IS","IS-2016",2016
1,1,44,15,0,2,4,"IS","IS-2016",2016
1,2,39,21,0,1,4,"IS","IS-2016",2016
2,1,24,17,0,2,4,"IS","IS-2016",2016
1,1,25,18,0,1,1,"IS","IS-2016",2016
3,2,67,19,1,,3,"IS","IS-2016",2016
4,2,65,9,0,2,4,"IS","IS-2016",2016
3,2,56,13,0,1,4,"IS","IS-2016",2016
3,1,64,9,1,3,2,"IS","IS-2016",2016
4,1,28,19,0,1,4,"IS","IS-2016",2016
2,1,60,8,0,3,3,"IS","IS-2016",2016
2,2,66,,0,1,5,"IS","IS-2016",2016
3,2,53,25,1,1,5,"IS","IS-2016",2016
2,1,39,22,0,3,4,"IS","IS-2016",2016
3,1,34,17,0,1,4,"IS","IS-2016",2016
4,2,23,6,0,1,4,"IS","IS-2016",2016
2,1,35,19,1,1,4,"IS","IS-2016",2016
5,2,69,15,1,2,5,"IS","IS-2016",2016
1,1,33,2,0,1,3,"IS","IS-2016",2016
4,2,37,20,0,2,5,"IS","IS-2016",2016
4,1,66,12,0,2,4,"IS","IS-2016",2016
1,1,28,18,0,1,1,"IS","IS-2016",2016
1,1,44,18,0,3,3,"IS","IS-2016",2016
1,2,49,3,0,5,3,"IS","IS-2016",2016
2,1,51,20,0,3,4,"IS","IS-2016",2016
5,2,70,10,0,1,5,"IS","IS-2016",2016
3,1,28,19,1,1,2,"IS","IS-2016",2016
4,1,71,0,1,1,4,"IS","IS-2016",2016
5,1,76,13,1,3,4,"IS","IS-2016",2016
4,2,40,15,0,3,3,"IS","IS-2016",2016
2,2,34,13,0,1,4,"IS","IS-2016",2016
99,1,46,,-11,,,"IS","IS-2016",2016
3,1,59,16,0,3,4,"IS","IS-2016",2016
4,1,32,20,0,1,4,"IS","IS-2016",2016
4,1,39,19,0,1,5,"IS","IS-2016",2016
1,1,37,18,1,2,4,"IS","IS-2016",2016
1,2,20,13,1,2,3,"IS","IS-2016",2016
1,1,30,8,0,2,3,"IS","IS-2016",2016
2,2,63,18,0,1,3,"IS","IS-2016",2016
2,1,61,8,0,4,3,"IS","IS-2016",2016
2,1,51,20,0,2,5,"IS","IS-2016",2016
2,2,39,,-11,,5,"IS","IS-2016",2016
3,2,32,18,1,1,4,"IS","IS-2016",2016
3,2,21,14,0,1,4,"IS","IS-2016",2016
2,2,70,15,0,1,4,"IS","IS-2016",2016
3,1,27,,1,2,5,"IS","IS-2016",2016
3,2,77,15,1,1,3,"IS","IS-2016",2016
3,2,68,,0,1,2,"IS","IS-2016",2016
1,2,45,3,1,1,5,"IS","IS-2016",2016
3,2,40,20,0,1,4,"IS","IS-2016",2016
2,2,40,14,0,3,2,"IS","IS-2016",2016
3,2,33,,-11,,3,"IS","IS-2016",2016
3,1,45,19,0,3,3,"IS","IS-2016",2016
4,2,36,17,0,2,4,"IS","IS-2016",2016
3,1,63,9,0,2,3,"IS","IS-2016",2016
3,1,39,8,0,3,3,"IS","IS-2016",2016
2,1,23,15,0,,3,"IS","IS-2016",2016
2,1,51,21,0,3,3,"IS","IS-2016",2016
2,1,57,15,0,2,4,"IS","IS-2016",2016
1,2,57,18,0,3,4,"IS","IS-2016",2016
5,2,73,8,1,3,5,"IS","IS-2016",2016
4,1,73,,0,5,5,"IS","IS-2016",2016
2,2,43,19,0,1,3,"IS","IS-2016",2016
5,2,66,11,1,1,4,"IS","IS-2016",2016
3,1,20,14,0,1,2,"IS","IS-2016",2016
3,2,29,20,0,3,4,"IS","IS-2016",2016
3,1,60,5,0,3,4,"IS","IS-2016",2016
99,1,31,,-11,,,"IS","IS-2016",2016
5,1,19,13,1,3,3,"IS","IS-2016",2016
4,2,59,17,0,2,5,"IS","IS-2016",2016
2,1,66,25,0,5,4,"IS","IS-2016",2016
3,1,57,14,0,3,4,"IS","IS-2016",2016
1,1,72,17,1,1,4,"IS","IS-2016",2016
3,2,22,15,0,2,2,"IS","IS-2016",2016
99,1,69,8,0,1,4,"IS","IS-2016",2016
4,1,51,10,0,3,3,"IS","IS-2016",2016
3,2,50,21,0,1,4,"IS","IS-2016",2016
1,1,51,11,1,5,5,"IS","IS-2016",2016
3,2,38,,-11,,3,"IS","IS-2016",2016
4,1,41,16,0,2,3,"IS","IS-2016",2016
4,2,70,14,1,3,3,"IS","IS-2016",2016
3,2,43,15,0,3,3,"IS","IS-2016",2016
5,1,57,14,0,2,5,"IS","IS-2016",2016
3,1,39,19,1,1,4,"IS","IS-2016",2016
2,1,58,3,0,4,3,"IS","IS-2016",2016
1,2,52,15,0,1,4,"IS","IS-2016",2016
1,1,31,17,0,2,4,"IS","IS-2016",2016
3,1,51,9,0,3,3,"IS","IS-2016",2016
3,2,77,14,1,1,4,"IS","IS-2016",2016
3,2,62,13,0,1,4,"IS","IS-2016",2016
2,2,72,16,1,2,2,"IS","IS-2016",2016
4,1,34,18,0,1,4,"IS","IS-2016",2016
4,2,77,4,1,3,2,"IS","IS-2016",2016
2,1,19,11,0,3,3,"IS","IS-2016",2016
1,2,57,11,1,2,3,"IS","IS-2016",2016
1,1,48,16,0,2,3,"IS","IS-2016",2016
2,1,31,13,0,2,4,"IS","IS-2016",2016
2,1,54,13,0,3,4,"IS","IS-2016",2016
3,2,62,18,1,1,5,"IS","IS-2016",2016
2,1,32,6,0,1,3,"IS","IS-2016",2016
2,1,31,21,1,3,4,"IS","IS-2016",2016
4,2,22,15,1,5,3,"IS","IS-2016",2016
3,2,32,17,0,2,3,"IS","IS-2016",2016
3,1,26,16,1,3,1,"IS","IS-2016",2016
1,1,45,20,0,4,4,"IS","IS-2016",2016
3,1,45,12,1,3,3,"IS","IS-2016",2016
2,2,21,14,1,1,3,"IS","IS-2016",2016
4,2,64,16,0,2,4,"IS","IS-2016",2016
4,2,68,,-11,,,"IS","IS-2016",2016
1,1,44,8,0,1,2,"IS","IS-2016",2016
1,1,82,11,1,3,2,"IS","IS-2016",2016
2,2,73,9,1,2,4,"IS","IS-2016",2016
99,1,35,,-11,,,"IS","IS-2016",2016
99,2,18,,-11,,,"IS","IS-2016",2016
3,2,23,16,0,3,1,"IS","IS-2016",2016
4,1,39,15,0,1,4,"IS","IS-2016",2016
3,2,27,19,0,1,2,"IS","IS-2016",2016
2,2,68,25,0,1,4,"IS","IS-2016",2016
2,1,37,20,0,1,5,"IS","IS-2016",2016
3,2,78,4,1,3,2,"IS","IS-2016",2016
3,2,41,17,0,,3,"IS","IS-2016",2016
4,1,40,13,0,4,5,"IS","IS-2016",2016
3,1,40,10,1,2,3,"IS","IS-2016",2016
2,2,70,8,1,3,2,"IS","IS-2016",2016
3,1,70,10,1,3,4,"IS","IS-2016",2016
3,2,47,20,0,2,4,"IS","IS-2016",2016
5,1,73,16,1,3,5,"IS","IS-2016",2016
4,2,46,17,0,2,3,"IS","IS-2016",2016
2,2,54,12,0,2,3,"IS","IS-2016",2016
4,1,61,13,0,5,5,"IS","IS-2016",2016
4,2,55,17,0,3,4,"IS","IS-2016",2016
3,1,69,11,0,3,4,"IS","IS-2016",2016
3,1,25,14,0,3,5,"IS","IS-2016",2016
1,2,39,16,0,1,3,"IS","IS-2016",2016
3,1,76,2,-11,5,4,"IS","IS-2016",2016
4,1,63,10,0,5,3,"IS","IS-2016",2016
1,1,39,19,1,1,4,"IS","IS-2016",2016
2,1,66,24,0,2,4,"IS","IS-2016",2016
5,2,81,21,0,2,4,"IS","IS-2016",2016
3,2,62,15,0,3,3,"IS","IS-2016",2016
2,2,55,0,0,4,3,"IS","IS-2016",2016
3,2,20,,-11,,3,"IS","IS-2016",2016
99,2,21,14,0,2,4,"IS","IS-2016",2016
3,2,44,19,0,1,4,"IS","IS-2016",2016
5,1,60,14,0,3,4,"IS","IS-2016",2016
4,2,37,18,1,3,4,"IS","IS-2016",2016
4,2,60,14,1,1,4,"IS","IS-2016",2016
4,2,38,17,0,1,3,"IS","IS-2016",2016
1,1,40,13,0,3,4,"IS","IS-2016",2016
2,2,43,20,0,3,4,"IS","IS-2016",2016
1,1,23,17,1,3,5,"IS","IS-2016",2016
2,2,28,20,0,2,4,"IS","IS-2016",2016
4,2,47,20,0,2,4,"IS","IS-2016",2016
3,2,39,20,1,2,4,"IS","IS-2016",2016
2,2,48,,0,2,3,"IS","IS-2016",2016
4,2,62,10,0,1,4,"IS","IS-2016",2016
3,1,41,18,0,3,4,"IS","IS-2016",2016
2,2,57,16,0,1,2,"IS","IS-2016",2016
4,2,88,,-11,,3,"IS","IS-2016",2016
5,1,59,10,0,,,"IS","IS-2016",2016
2,1,62,16,0,3,4,"IS","IS-2016",2016
2,2,48,,-11,,3,"IS","IS-2016",2016
4,1,28,19,0,1,5,"IS","IS-2016",2016
2,2,54,19,0,2,3,"IS","IS-2016",2016
4,2,59,20,0,3,4,"IS","IS-2016",2016
3,1,44,15,0,3,3,"IS","IS-2016",2016
99,2,19,,-11,,,"IS","IS-2016",2016
4,2,44,21,0,1,3,"IS","IS-2016",2016
1,2,41,19,0,1,5,"IS","IS-2016",2016
3,2,67,18,0,1,4,"IS","IS-2016",2016
3,1,53,21,0,2,5,"IS","IS-2016",2016
4,2,64,,0,2,4,"IS","IS-2016",2016
